中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
526,"	2018-11-14 00:00:00",348,"8.4200000000000003E+001",1001,3824,534,0,12761,5574,"2.3999999999999999E+000",342
311,"	2018-11-13 00:00:00",166,"8.5599999999999994E+001",1001,1892,265,0,12741,2848,"1.7E+000",214
89,"	2018-01-22 00:00:00",69,"9.6999999999999993E+000",1001,223,147,0,7101,607,5.0E-001,79
300,"	2018-02-07 00:00:00",161,"2.7800000000000001E+001",1001,704,474,0,7421,1894,"2.1000000000000001E+000",255
176,"	2019-03-28 00:00:00",80,"3.9E+001",1001,472,142,0,15441,987,5.9999999999999998E-001,117
526,"	2019-03-26 00:00:00",270,"8.4799999999999997E+001",1001,1382,443,0,15401,2990,"2.7000000000000002E+000",369
779,"	2018-03-18 00:00:00",459,"5.7799999999999997E+001",1001,4369,1314,0,8201,7544,"1.3800000000000001E+001",623
61,"	2018-03-31 00:00:00",47,"2.8E+001",1001,231,146,0,8461,550,"3.7999999999999998E+000",65
159,"	2018-04-11 00:00:00",89,"5.2E+001",1001,858,222,0,8681,1497,"3.8999999999999999E+000",169
1296,"	2018-05-01 00:00:00",1599,"4.7299999999999997E+001",1001,12177,4007,0,9081,20282,"1.8399999999999999E+001",1203
2381,"	2018-05-12 00:00:00",2398,"4.4200000000000003E+001",1001,22823,6978,0,9301,36779,"2.3100000000000001E+001",2199
861,"	2018-05-23 00:00:00",1016,"2.7300000000000001E+001",1001,8747,3366,0,9521,14730,"1.41E+001",740
1910,"	2018-05-29 00:00:00",1550,"5.0899999999999999E+001",1001,14913,4104,0,9641,24159,"1.49E+001",1682
690,"	2019-05-29 00:00:00",355,"9.5700000000000003E+001",1001,1711,459,0,16681,3661,"1.7E+000",446
553,"	2019-05-27 00:00:00",294,"9.4700000000000003E+001",1001,1532,342,0,16641,3098,"1.7E+000",377
2802,"	2018-06-20 00:00:00",2259,"5.3200000000000003E+001",1001,18685,8246,0,9901,34407,"2.2399999999999999E+001",2415
2791,"	2018-05-31 00:00:00",2439,"4.4299999999999997E+001",1001,23615,7282,0,9681,38753,"2.2600000000000001E+001",2626
1116,"	2018-05-20 00:00:00",1062,"4.0399999999999999E+001",1001,9794,5052,0,9461,18056,"1.9699999999999999E+001",1032
3300,"	2018-05-07 00:00:00",2518,"5.2799999999999997E+001",1001,24706,7799,0,9201,41473,"1.9600000000000001E+001",3150
36,"	2018-04-22 00:00:00",16,"1.75E+001",1001,41,45,0,8901,162,6.9999999999999996E-001,24
608,"	2018-04-08 00:00:00",301,"5.4399999999999999E+001",1001,3131,770,0,8621,5292,"7.7999999999999998E+000",482
38,"	2018-03-26 00:00:00",25,"1.4199999999999999E+001",1001,146,109,0,8361,358,"8.6999999999999993E+000",40
131,"	2018-03-13 00:00:00",53,"3.0899999999999999E+001",1001,469,195,0,8101,964,"3.2000000000000002E+000",116
311,"	2018-02-24 00:00:00",170,"2.6600000000000001E+001",1001,1074,499,0,7761,2305,"2.5E+000",251
431,"	2018-02-10 00:00:00",242,"4.0E+001",1001,1261,630,0,7481,2895,"2.2999999999999998E+000",331
572,"	2018-01-24 00:00:00",290,"5.5399999999999999E+001",1001,2257,751,0,7141,4394,"2.7999999999999998E+000",524
482,"	2018-01-11 00:00:00",242,"5.0700000000000003E+001",1001,2389,572,0,6881,4134,"2.2999999999999998E+000",449
248,"	2017-12-29 00:00:00",154,"3.4399999999999999E+001",1001,785,333,0,6621,1724,"1.3E+000",204
245,"	2017-12-11 00:00:00",141,"2.5699999999999999E+001",1001,517,397,0,6261,1489,"1.3999999999999999E+000",189
178,"	2017-11-28 00:00:00",96,"1.6800000000000001E+001",1001,395,309,0,6001,1096,"1.3E+000",118
302,"	2017-11-15 00:00:00",145,"2.3100000000000001E+001",1001,875,481,0,5741,2008,"2.2999999999999998E+000",205
1028,"	2019-02-12 00:00:00",908,"5.4399999999999999E+001",1001,7694,4743,0,14561,15198,"1.8699999999999999E+001",825
252,"	2019-09-12 00:00:00",121,"8.7E+001",1001,926,199,0,18801,1691,"2.2000000000000002E+000",193
124,"	2019-02-09 00:00:00",142,"7.4299999999999997E+001",1001,1573,474,0,14501,2413,"5.0999999999999996E+000",100
1041,"	2017-09-01 00:00:00",632,"3.2100000000000001E+001",1001,5631,1626,0,4765,9806,"1.11E+001",876
466,"	2017-09-13 00:00:00",292,"2.8300000000000001E+001",1001,1678,727,0,4541,3511,"3.5E+000",348
277,"	2017-08-25 00:00:00",174,"1.5800000000000001E+001",1001,1512,599,0,4241,2806,"4.5999999999999996E+000",244
1715,"	2017-08-08 00:00:00",958,"4.8700000000000003E+001",1001,10508,2662,0,3901,17345,"1.8300000000000001E+001",1502
910,"	2017-07-30 00:00:00",481,"3.45E+001",1001,4303,1445,0,3748,7901,"1.0199999999999999E+001",762
426,"	2017-07-08 00:00:00",248,"2.3899999999999999E+001",1001,1836,812,0,3441,3648,"5.5999999999999996E+000",326
1597,"	2017-06-26 00:00:00",903,"5.8200000000000003E+001",1001,8884,2671,0,3201,15453,"1.39E+001",1398
240,"	2019-08-15 00:00:00",106,"9.6400000000000006E+001",1001,812,96,0,18241,1402,9.0000000000000002E-001,148
238,"	2019-08-12 00:00:00",123,"9.6900000000000006E+001",1001,890,181,0,18181,1606,"1.3E+000",174
625,"	2017-05-05 00:00:00",343,"2.1600000000000001E+001",1001,2546,1022,0,2421,5037,"7.4000000000000004E+000",501
1106,"	2017-04-04 00:00:00",583,"3.0100000000000001E+001",1001,7097,1650,0,1801,11394,"1.36E+001",958
19,"	2019-01-16 00:00:00",14,"8.5E+001",1001,5339,11,0,14021,5385,6.9999999999999996E-001,2
254,"	2019-07-21 00:00:00",120,"6.2100000000000001E+001",1001,572,74,0,17741,1189,6.9999999999999996E-001,169
776,"	2019-01-09 00:00:00",438,"9.2200000000000003E+001",1001,5115,778,0,13881,7786,"4.2999999999999998E+000",679
547,"	2019-07-08 00:00:00",279,"9.5799999999999997E+001",1001,1256,302,0,17481,2740,"1.3999999999999999E+000",356
1323,"	2019-01-02 00:00:00",780,"1.032E+002",1001,7365,1063,0,13741,11516,"2.3999999999999999E+000",985
0,"	2018-12-30 00:00:00",0,0,1001,0,0,0,13681,0,0,0
11,"	2018-12-27 00:00:00",39,"8.1200000000000003E+001",1001,1745,6,0,13621,1806,5.0E-001,5
386,"	2019-06-15 00:00:00",235,"8.4200000000000003E+001",1001,1181,221,0,17021,2285,"4.5E+000",262
277,"	2019-06-08 00:00:00",171,"9.7299999999999997E+001",1001,794,191,0,16881,1636,"1.0E+000",203
2462,"	2018-12-17 00:00:00",2559,"4.9399999999999999E+001",1001,20388,6745,0,13421,34299,"2.0399999999999999E+001",2145
158,"	2019-07-30 00:00:00",86,"9.3400000000000006E+001",1001,549,74,0,17921,967,"1.0E+000",100
0,"	2019-08-01 00:00:00",0,"9.6999999999999993E+000",1001,4,0,0,17961,4,0,0
123,"	2017-09-21 00:00:00",69,"1.0800000000000001E+001",1001,450,251,0,4701,997,"1.7E+000",104
31,"	2017-09-18 00:00:00",26,"3.8999999999999999E+000",1001,69,69,0,4641,221,2.0000000000000001E-001,26
169,"	2019-09-03 00:00:00",91,"7.55E+001",1001,570,103,0,18621,1071,"2.5E+000",138
333,"	2018-07-22 00:00:00",210,"8.0599999999999994E+001",1001,3471,216,0,10541,4507,"1.0E+000",277
931,"	2017-09-09 00:00:00",467,"5.0399999999999999E+001",1001,4866,1072,0,4461,8163,"4.7999999999999998E+000",827
362,"	2017-09-06 00:00:00",242,"1.6100000000000001E+001",1001,2147,700,0,4401,3765,"6.7999999999999998E+000",314
1116,"	2017-08-27 00:00:00",676,"3.0199999999999999E+001",1001,10312,2001,0,4281,15132,"2.1800000000000001E+001",1027
872,"	2018-09-07 00:00:00",538,"1.018E+002",1001,4545,789,0,11441,7378,"1.8999999999999999E+000",634
831,"	2017-08-21 00:00:00",467,"3.3600000000000001E+001",1001,4409,1486,0,4161,7898,"9.9000000000000004E+000",705
742,"	2017-08-18 00:00:00",444,"3.2399999999999999E+001",1001,3444,1260,0,4101,6518,"8.0E+000",628
285,"	2019-08-27 00:00:00",144,"9.6200000000000003E+001",1001,893,122,0,18481,1673,"1.2E+000",229
1314,"	2017-08-07 00:00:00",789,"3.9600000000000001E+001",1001,8555,2264,0,3881,14114,"1.85E+001",1192
444,"	2017-08-04 00:00:00",298,"1.7600000000000001E+001",1001,2386,849,0,3821,4364,"7.7999999999999998E+000",387
1353,"	2017-07-31 00:00:00",772,"5.4200000000000003E+001",1001,6043,2235,0,3753,11522,"1.19E+001",1119
810,"	2017-07-14 00:00:00",459,"3.0800000000000001E+001",1001,4665,1482,0,3750,8075,"1.0300000000000001E+001",659
738,"	2018-09-08 00:00:00",437,"1.0109999999999999E+002",1001,5238,586,0,11461,7620,"1.8999999999999999E+000",621
283,"	2017-07-27 00:00:00",212,"1.49E+001",1001,1512,625,0,3744,2893,"5.4000000000000004E+000",261
549,"	2017-07-25 00:00:00",331,"1.8399999999999999E+001",1001,3039,972,0,3741,5309,"9.5999999999999996E+000",418
1207,"	2017-07-10 00:00:00",692,"4.1200000000000003E+001",1001,6361,2058,0,3481,11282,"1.41E+001",964
710,"	2017-07-07 00:00:00",440,"2.5800000000000001E+001",1001,4839,1315,0,3421,7889,"1.15E+001",585
234,"	2017-07-04 00:00:00",149,"1.51E+001",1001,1228,469,0,3361,2250,"4.0999999999999996E+000",170
1303,"	2017-07-01 00:00:00",747,"4.5200000000000003E+001",1001,6464,1986,0,3301,11599,"1.09E+001",1099
1315,"	2017-06-28 00:00:00",756,"5.2100000000000001E+001",1001,6594,2198,0,3241,11966,"1.3800000000000001E+001",1103
600,"	2018-09-09 00:00:00",339,"1.057E+002",1001,3919,448,0,11481,5755,"1.3E+000",449
1230,"	2017-06-22 00:00:00",726,"4.5399999999999999E+001",1001,7292,2197,0,3121,12551,"1.4800000000000001E+001",1106
442,"	2017-06-19 00:00:00",294,"2.0100000000000001E+001",1001,1860,752,0,3061,3737,"4.7000000000000002E+000",389
999,"	2017-06-16 00:00:00",585,"4.3200000000000003E+001",1001,5012,1869,0,3001,9315,"1.1E+001",850
1422,"	2017-06-12 00:00:00",785,"5.15E+001",1001,6863,1645,0,2921,11842,"7.5999999999999996E+000",1127
953,"	2017-06-09 00:00:00",560,"3.1399999999999999E+001",1001,5463,1658,0,2861,9399,"1.1800000000000001E+001",765
207,"	2019-08-13 00:00:00",88,"9.6299999999999997E+001",1001,826,91,0,18201,1362,"1.1000000000000001E+000",150
505,"	2017-05-18 00:00:00",334,"2.5699999999999999E+001",1001,2994,1104,0,2681,5392,"9.4000000000000004E+000",455
953,"	2018-09-10 00:00:00",630,"1.02E+002",1001,5387,1095,0,11501,8827,"2.7999999999999998E+000",762
676,"	2017-05-12 00:00:00",450,"2.35E+001",1001,5188,1204,0,2561,8187,"1.2199999999999999E+001",669
479,"	2017-05-09 00:00:00",303,"2.2300000000000001E+001",1001,2247,922,0,2501,4331,"6.5999999999999996E+000",380
1304,"	2017-05-07 00:00:00",760,"4.8399999999999999E+001",1001,6693,2066,0,2461,11924,"1.09E+001",1101
189,"	2019-08-09 00:00:00",105,"9.7900000000000006E+001",1001,613,74,0,18121,1125,8.0000000000000004E-001,144
300,"	2019-08-07 00:00:00",161,"9.8400000000000006E+001",1001,783,167,0,18081,1580,"1.2E+000",169
246,"	2019-01-21 00:00:00",240,"7.4099999999999994E+001",1001,4617,695,0,14121,6009,"3.6000000000000001E+000",211
752,"	2018-08-15 00:00:00",414,"1.04E+002",1001,5138,537,0,11021,7463,"1.3E+000",622
855,"	2018-09-11 00:00:00",543,"1.042E+002",1001,5100,865,0,11521,8066,"2.0E+000",703
528,"	2019-04-12 00:00:00",328,"8.7400000000000006E+001",1001,1780,471,0,15741,3492,"2.2999999999999998E+000",385
846,"	2019-04-09 00:00:00",450,"9.4799999999999997E+001",1001,2247,542,0,15681,4625,"1.8E+000",540
2658,"	2018-12-08 00:00:00",2446,"6.4200000000000003E+001",1001,17621,6590,0,13241,31508,"1.59E+001",2193
428,"	2019-07-01 00:00:00",249,"9.0400000000000006E+001",1001,1283,255,0,17341,2549,"1.5E+000",334
406,"	2019-07-14 00:00:00",231,"9.4799999999999997E+001",1001,1084,195,0,17601,2200,"1.2E+000",284
0,"	2019-05-07 00:00:00",1,"2.6800000000000001E+001",1001,11,1,0,16241,16,1.0000000000000001E-001,3
1395,"	2017-04-21 00:00:00",776,"3.1E+001",1001,10213,2013,0,2141,15631,"1.9399999999999999E+001",1234
346,"	2017-05-20 00:00:00",239,"1.85E+001",1001,1987,769,0,2721,3612,"8.0E+000",271
1060,"	2017-06-29 00:00:00",643,"4.4100000000000001E+001",1001,5382,1846,0,3261,9860,"1.0699999999999999E+001",929
173,"	2018-11-25 00:00:00",106,"8.6299999999999997E+001",1001,2103,91,0,12981,2589,6.9999999999999996E-001,116
320,"	2019-08-30 00:00:00",119,"9.2700000000000003E+001",1001,885,113,0,18541,1649,"1.2E+000",212
587,"	2019-04-17 00:00:00",312,"5.6200000000000003E+001",1001,1601,334,0,15841,3221,"1.0E+000",387
2377,"	2017-10-15 00:00:00",1305,"7.9299999999999997E+001",1001,12653,2887,0,5121,21263,"1.3E+001",2041
325,"	2017-11-09 00:00:00",216,"2.9100000000000001E+001",1001,764,634,0,5621,2236,"2.6000000000000001E+000",297
742,"	2017-12-02 00:00:00",423,"4.9899999999999999E+001",1001,2770,1209,0,6081,5781,"4.5E+000",637
548,"	2019-04-04 00:00:00",288,"7.1799999999999997E+001",1001,1364,362,0,15581,2904,"2.0E+000",342
429,"	2018-11-12 00:00:00",271,"8.5900000000000006E+001",1001,2163,365,0,12721,3534,"2.1000000000000001E+000",306
173,"	2018-02-19 00:00:00",86,"1.9E+001",1001,488,252,0,7661,1138,"1.0E+000",139
423,"	2019-03-24 00:00:00",270,"7.85E+001",1001,1906,333,0,15361,3284,"1.3E+000",352
55,"	2018-04-12 00:00:00",13,"5.4399999999999999E+001",1001,852,17,0,8701,1025,6.9999999999999996E-001,88
1711,"	2018-05-14 00:00:00",1731,"3.9700000000000003E+001",1001,16494,4686,0,9341,26300,"1.7600000000000001E+001",1678
113,"	2018-11-03 00:00:00",92,"8.3099999999999994E+001",1001,1569,64,0,12541,1928,6.9999999999999996E-001,90
759,"	2018-06-26 00:00:00",919,"5.3299999999999997E+001",1001,6241,2383,0,10021,10972,"1.26E+001",670
348,"	2019-03-02 00:00:00",158,"8.1200000000000003E+001",1001,1040,180,0,14921,1961,"1.3E+000",235
214,"	2019-02-23 00:00:00",110,"7.7599999999999994E+001",1001,916,124,0,14781,1514,"1.1000000000000001E+000",150
350,"	2019-02-19 00:00:00",214,"8.7900000000000006E+001",1001,1385,319,0,14701,2535,"1.8999999999999999E+000",267
99,"	2019-09-15 00:00:00",46,"5.5600000000000001E+001",1001,375,32,0,18861,623,5.9999999999999998E-001,71
141,"	2019-09-04 00:00:00",112,"7.9099999999999994E+001",1001,576,115,0,18641,1059,"1.3E+000",115
115,"	2019-09-14 00:00:00",69,"8.5099999999999994E+001",1001,430,57,0,18841,776,9.0000000000000002E-001,105
161,"	2019-02-02 00:00:00",143,"5.1100000000000001E+001",1001,1650,161,0,14361,2262,"1.0E+000",147
350,"	2017-04-06 00:00:00",238,"1.75E+001",1001,1931,742,0,1841,3579,"7.2000000000000002E+000",318
345,"	2019-01-29 00:00:00",201,"8.5200000000000003E+001",1001,3546,318,0,14281,4720,"3.0E+000",310
224,"	2018-10-31 00:00:00",195,"8.2E+001",1001,2399,320,0,12481,3323,"3.1000000000000001E+000",185
387,"	2017-04-24 00:00:00",258,"2.0600000000000001E+001",1001,1907,743,0,2201,3589,"7.2999999999999998E+000",294
230,"	2019-08-10 00:00:00",112,"9.95E+001",1001,640,103,0,18141,1216,9.0000000000000002E-001,131
481,"	2019-03-17 00:00:00",237,"7.95E+001",1001,1561,313,0,15221,2909,"1.8999999999999999E+000",317
75,"	2018-04-06 00:00:00",61,"5.4299999999999997E+001",1001,319,123,0,8581,638,"2.3999999999999999E+000",60
198,"	2018-03-16 00:00:00",106,"4.4600000000000001E+001",1001,814,417,0,8161,1676,"6.0E+000",141
1522,"	2018-10-06 00:00:00",1542,"5.1E+001",1001,10489,5876,0,11981,20851,"2.1199999999999999E+001",1422
240,"	2019-03-31 00:00:00",144,"6.4299999999999997E+001",1001,879,215,0,15501,1661,"2.6000000000000001E+000",183
825,"	2018-07-19 00:00:00",437,"9.8900000000000006E+001",1001,5852,613,0,10481,8405,"1.7E+000",678
138,"	2019-02-17 00:00:00",74,"8.4400000000000006E+001",1001,1634,112,0,14661,2054,8.0000000000000004E-001,96
872,"	2018-09-06 00:00:00",554,"1.0340000000000001E+002",1001,5401,833,0,11421,8411,"2.0E+000",751
402,"	2017-10-01 00:00:00",224,"3.7200000000000003E+001",1001,1848,776,0,4801,3605,"5.2999999999999998E+000",355
594,"	2018-02-12 00:00:00",313,"4.8700000000000003E+001",1001,2169,862,0,7521,4422,"3.0E+000",484
736,"	2018-09-01 00:00:00",417,"1.023E+002",1001,5525,463,0,11323,7835,"1.5E+000",694
362,"	2018-02-05 00:00:00",166,"4.0100000000000001E+001",1001,2086,303,0,7381,3254,"1.3999999999999999E+000",337
802,"	2018-01-30 00:00:00",433,"5.8700000000000003E+001",1001,2417,1054,0,7261,5294,"4.2000000000000002E+000",588
431,"	2018-01-26 00:00:00",218,"3.5E+001",1001,909,595,0,7181,2464,"2.1000000000000001E+000",311
264,"	2018-01-23 00:00:00",136,"2.4E+001",1001,610,301,0,7121,1508,"1.2E+000",197
120,"	2018-01-19 00:00:00",78,"1.2800000000000001E+001",1001,370,286,0,7041,947,"2.2000000000000002E+000",93
185,"	2018-01-16 00:00:00",125,"1.9800000000000001E+001",1001,487,286,0,6981,1233,"1.1000000000000001E+000",150
265,"	2018-01-13 00:00:00",159,"2.7800000000000001E+001",1001,1075,414,0,6921,2168,"2.2000000000000002E+000",255
500,"	2018-09-02 00:00:00",285,"1.05E+002",1001,3181,381,0,11341,4756,"1.1000000000000001E+000",409
598,"	2018-01-08 00:00:00",246,"5.9100000000000001E+001",1001,3439,515,0,6821,5365,"2.2000000000000002E+000",567
296,"	2018-01-05 00:00:00",183,"2.9899999999999999E+001",1001,617,521,0,6761,1858,"1.8E+000",241
266,"	2018-01-01 00:00:00",161,"2.0899999999999999E+001",1001,626,497,0,6681,1750,"2.1000000000000001E+000",200
185,"	2017-12-27 00:00:00",120,"2.2199999999999999E+001",1001,500,340,0,6581,1315,"1.3E+000",170
264,"	2017-12-24 00:00:00",166,"3.9700000000000003E+001",1001,1602,298,0,6521,2596,"1.2E+000",266
312,"	2017-12-21 00:00:00",172,"3.0600000000000001E+001",1001,607,525,0,6461,1831,"1.8E+000",215
844,"	2017-12-16 00:00:00",392,"8.7799999999999997E+001",1001,4810,760,0,6361,7644,"3.3999999999999999E+000",838
810,"	2018-09-03 00:00:00",514,"1.012E+002",1001,4535,811,0,11361,7362,"2.8999999999999999E+000",692
4,"	2017-12-07 00:00:00",5,"3.3999999999999999E+000",1001,5,11,0,6181,26,2.0000000000000001E-001,1
267,"	2017-12-03 00:00:00",144,"3.0899999999999999E+001",1001,985,523,0,6101,2159,"4.0E+000",240
291,"	2017-11-30 00:00:00",173,"2.4100000000000001E+001",1001,763,490,0,6041,1932,"2.1000000000000001E+000",215
319,"	2017-11-27 00:00:00",223,"3.25E+001",1001,829,496,0,5981,2163,"1.8E+000",296
1272,"	2017-11-23 00:00:00",636,"8.1799999999999997E+001",1001,5840,1377,0,5901,10278,"5.2999999999999998E+000",1153
1434,"	2017-11-20 00:00:00",814,"7.5E+001",1001,5283,2126,0,5841,10798,"8.0999999999999996E+000",1141
314,"	2017-11-17 00:00:00",189,"2.6399999999999999E+001",1001,1656,508,0,5781,2982,"2.3999999999999999E+000",315
769,"	2018-09-04 00:00:00",484,"1.0059999999999999E+002",1001,4292,732,0,11381,6879,"1.8999999999999999E+000",602
0,"	2018-07-03 00:00:00",0,0,1001,0,0,0,10161,0,0,0
538,"	2017-11-08 00:00:00",372,"4.8E+001",1001,1348,963,0,5601,3666,"3.7000000000000002E+000",445
318,"	2017-11-03 00:00:00",168,"3.4200000000000003E+001",1001,1671,319,0,5501,2764,"1.3E+000",288
427,"	2017-10-31 00:00:00",224,"3.3600000000000001E+001",1001,1583,500,0,5441,3079,"1.8999999999999999E+000",345
115,"	2019-09-13 00:00:00",52,"9.7400000000000006E+001",1001,417,49,0,18821,714,9.0000000000000002E-001,81
414,"	2017-10-23 00:00:00",235,"3.1899999999999999E+001",1001,1279,591,0,5281,2861,"2.3999999999999999E+000",342
1598,"	2017-10-20 00:00:00",823,"7.7799999999999997E+001",1001,6317,2048,0,5221,12041,"8.8000000000000007E+000",1255
783,"	2018-09-05 00:00:00",478,"1.057E+002",1001,4725,757,0,11401,7378,"1.6000000000000001E+000",635
2429,"	2017-10-14 00:00:00",1374,"7.3799999999999997E+001",1001,12981,3035,0,5101,21872,"1.59E+001",2053
810,"	2017-10-12 00:00:00",503,"2.05E+001",1001,5885,1385,0,5061,9293,"1.14E+001",710
206,"	2019-09-10 00:00:00",97,"9.7400000000000006E+001",1001,693,146,0,18761,1266,"1.3E+000",124
265,"	2019-09-09 00:00:00",121,"9.6900000000000006E+001",1001,896,184,0,18741,1633,"1.1000000000000001E+000",167
599,"	2017-10-07 00:00:00",362,"3.25E+001",1001,2115,978,0,4921,4511,"4.5999999999999996E+000",457
364,"	2017-10-04 00:00:00",219,"2.8399999999999999E+001",1001,1747,751,0,4861,3415,"3.3999999999999999E+000",334
567,"	2019-05-21 00:00:00",308,"9.1400000000000006E+001",1001,1754,435,0,16521,3480,"1.8999999999999999E+000",416
550,"	2019-05-30 00:00:00",294,"9.2799999999999997E+001",1001,1453,403,0,16701,3122,"1.7E+000",422
253,"	2019-07-27 00:00:00",111,"9.8099999999999994E+001",1001,657,98,0,17861,1273,9.0000000000000002E-001,154
1005,"	2017-04-15 00:00:00",587,"3.9200000000000003E+001",1001,4645,1681,0,2021,8773,"1.0E+001",855
766,"	2019-04-24 00:00:00",356,"9.65E+001",1001,1926,493,0,15981,4014,"1.6000000000000001E+000",473
352,"	2017-09-04 00:00:00",244,"1.5699999999999999E+001",1001,2716,694,0,4762,4291,"1.0300000000000001E+001",285
840,"	2019-04-10 00:00:00",500,"8.9799999999999997E+001",1001,2515,652,0,15701,5123,"2.7000000000000002E+000",616
200,"	2018-01-02 00:00:00",141,"2.1E+001",1001,402,334,0,6701,1224,"1.3E+000",147
125,"	2018-02-20 00:00:00",93,"1.24E+001",1001,265,234,0,7681,812,"1.3E+000",95
208,"	2018-04-15 00:00:00",144,"6.2600000000000001E+001",1001,735,352,0,8761,1611,"2.7000000000000002E+000",172
516,"	2019-03-13 00:00:00",316,"8.3599999999999994E+001",1001,1408,369,0,15141,2972,"2.2000000000000002E+000",363
209,"	2018-10-28 00:00:00",156,"6.0100000000000001E+001",1001,1369,687,0,12421,2569,"8.0E+000",148
214,"	2019-02-18 00:00:00",112,"8.5599999999999994E+001",1001,1680,118,0,14681,2251,"1.1000000000000001E+000",127
1100,"	2018-07-01 00:00:00",796,"3.6200000000000003E+001",1001,5968,2438,0,10121,11236,"8.5999999999999996E+000",934
145,"	2019-02-16 00:00:00",86,"6.7700000000000003E+001",1001,1069,101,0,14641,1490,5.9999999999999998E-001,89
253,"	2019-08-20 00:00:00",103,"9.0E+001",1001,733,79,0,18341,1341,"4.4000000000000004E+000",173
924,"	2018-06-18 00:00:00",660,"5.0899999999999999E+001",1001,5589,2342,0,9861,10246,"7.4000000000000004E+000",731
1914,"	2018-11-05 00:00:00",2048,"5.0299999999999997E+001",1001,11532,5044,0,12581,22114,"1.8300000000000001E+001",1576
812,"	2019-03-25 00:00:00",450,"9.2299999999999997E+001",1001,2119,650,0,15381,4591,"2.2000000000000002E+000",560
767,"	2018-10-05 00:00:00",1341,"5.3399999999999999E+001",1001,5378,2349,0,11961,10520,"1.1300000000000001E+001",685
497,"	2017-12-04 00:00:00",308,"4.9899999999999999E+001",1001,1919,832,0,6121,3974,"3.3999999999999999E+000",418
962,"	2017-04-08 00:00:00",471,"3.05E+001",1001,5020,1393,0,1881,8610,"8.0E+000",764
3138,"	2018-05-30 00:00:00",2232,"5.15E+001",1001,25085,7282,0,9661,40698,"1.9800000000000001E+001",2961
2714,"	2018-05-06 00:00:00",2288,"5.3E+001",1001,20397,6408,0,9181,34260,"1.9199999999999999E+001",2453
539,"	2018-04-07 00:00:00",304,"5.9E+001",1001,2532,891,0,8601,4715,"6.0E+000",449
484,"	2018-03-12 00:00:00",256,"5.7799999999999997E+001",1001,2084,633,0,8081,3845,"6.2000000000000002E+000",388
175,"	2018-02-09 00:00:00",116,"2.3899999999999999E+001",1001,481,279,0,7461,1190,"1.0E+000",139
14,"	2019-02-21 00:00:00",8,"3.65E+001",1001,315,6,0,14741,361,5.0E-001,18
207,"	2017-12-10 00:00:00",130,"2.4E+001",1001,417,407,0,6241,1318,"1.3999999999999999E+000",157
262,"	2017-11-14 00:00:00",148,"2.1600000000000001E+001",1001,749,476,0,5721,1810,"2.5E+000",175
884,"	2017-10-17 00:00:00",495,"5.1799999999999997E+001",1001,3198,1502,0,5161,6764,"7.2999999999999998E+000",685
970,"	2017-09-02 00:00:00",566,"2.7399999999999999E+001",1001,5957,1505,0,4764,9870,"1.3E+001",872
962,"	2017-08-24 00:00:00",542,"2.8600000000000001E+001",1001,5959,1514,0,4221,9776,"1.2199999999999999E+001",799
292,"	2017-07-26 00:00:00",193,"1.2199999999999999E+001",1001,2113,568,0,3747,3409,"8.6999999999999993E+000",243
1468,"	2017-06-25 00:00:00",834,"5.8799999999999997E+001",1001,7314,2332,0,3181,13240,"1.09E+001",1292
337,"	2019-01-24 00:00:00",224,"8.25E+001",1001,2792,519,0,14181,4190,"3.1000000000000001E+000",318
257,"	2019-08-03 00:00:00",129,"9.6E+001",1001,683,116,0,18001,1359,"1.0E+000",174
1050,"	2018-08-13 00:00:00",620,"1.06E+002",1001,7581,903,0,10981,10980,"1.8999999999999999E+000",826
349,"	2019-01-05 00:00:00",262,"8.7299999999999997E+001",1001,2035,401,0,13801,3316,"1.8E+000",269
351,"	2019-06-26 00:00:00",170,"5.6299999999999997E+001",1001,777,144,0,17241,1719,9.0000000000000002E-001,277
909,"	2018-08-08 00:00:00",570,"1.038E+002",1001,7362,735,0,10881,10335,"2.1000000000000001E+000",759
319,"	2019-06-03 00:00:00",199,"9.4299999999999997E+001",1001,944,295,0,16781,1983,"1.7E+000",226
490,"	2019-07-02 00:00:00",229,"9.2700000000000003E+001",1001,1169,236,0,17361,2442,"1.3999999999999999E+000",318
149,"	2019-09-06 00:00:00",61,"7.5599999999999994E+001",1001,426,51,0,18681,823,"1.0E+000",136
767,"	2017-10-11 00:00:00",392,"2.8E+001",1001,3056,1357,0,5041,6108,"7.5999999999999996E+000",536
435,"	2019-07-19 00:00:00",211,"9.2200000000000003E+001",1001,1177,214,0,17701,2375,"1.5E+000",338
411,"	2019-04-16 00:00:00",207,"6.3200000000000003E+001",1001,1259,353,0,15821,2546,"1.3E+000",316
65,"	2019-02-05 00:00:00",36,"6.5400000000000006E+001",1001,750,103,0,14421,999,"1.5E+000",45
307,"	2018-10-01 00:00:00",234,"1.043E+002",1001,3524,358,0,11881,4668,"1.2E+000",245
303,"	2017-11-11 00:00:00",190,"2.6199999999999999E+001",1001,682,649,0,5661,2053,"2.6000000000000001E+000",229
298,"	2019-07-20 00:00:00",148,"6.2899999999999999E+001",1001,591,122,0,17721,1354,8.0000000000000004E-001,195
